timestamp,open,high,low,close,volume
2024-01-04 12:45:00+00:00,99.821,99.821,99.205,99.673,71.72
2024-01-04 13:00:00+00:00,99.021,99.532,98.948,99.532,61.78
2024-01-04 13:15:00+00:00,99.173,103.259,99.117,99.244,2106.82
2024-01-04 13:30:00+00:00,99.236,99.682,98.526,99.472,480.34
2024-01-04 13:45:00+00:00,99.591,100.774,99.355,100.301,390.7
2024-01-04 14:00:00+00:00,100.182,100.182,99.709,99.946,110.21
2024-01-04 14:15:00+00:00,99.946,101.011,99.946,100.537,257.1
2024-01-04 14:30:00+00:00,100.743,100.892,100.419,100.892,108.16
2024-01-04 14:45:00+00:00,100.892,102.194,100.774,102.194,406.63
2024-01-04 15:00:00+00:00,102.194,105.761,86.946,102.229,3931.65
2024-01-04 15:15:00+00:00,102.273,103.635,102.273,103.635,379.88
2024-01-04 15:30:00+00:00,103.591,104.457,103.518,103.869,583.83
2024-01-04 15:45:00+00:00,103.869,104.634,103.353,104.104,548.95
2024-01-04 16:00:00+00:00,104.104,104.104,102.394,102.704,739.84
2024-01-04 16:15:00+00:00,102.704,103.285,102.357,102.357,266.18
2024-01-04 16:30:00+00:00,102.357,102.473,102.127,102.473,102.44
2024-01-04 16:45:00+00:00,102.588,102.704,102.012,102.242,112.68
2024-01-04 17:00:00+00:00,102.242,102.847,101.897,102.847,230.5
2024-01-04 17:15:00+00:00,102.704,103.635,102.669,103.052,808.0
2024-01-04 17:30:00+00:00,103.15,103.752,102.173,102.173,397.62
2024-01-04 17:45:00+00:00,102.357,103.402,102.357,103.183,290.76
2024-01-04 18:00:00+00:00,103.285,103.585,103.169,103.402,149.54
2024-01-04 18:15:00+00:00,103.285,103.65,100.436,103.1,3101.92
2024-01-04 18:30:00+00:00,103.189,104.034,103.1,103.682,161.96
2024-01-04 18:45:00+00:00,103.917,104.034,103.566,103.917,159.58
2024-01-04 19:00:00+00:00,103.917,104.386,103.917,104.151,108.46
2024-01-04 19:15:00+00:00,104.386,106.218,104.269,105.919,2479.18
2024-01-04 19:30:00+00:00,106.098,106.939,105.383,105.74,719.52
2024-01-04 19:45:00+00:00,105.793,106.419,105.231,105.315,339.73
2024-01-04 20:00:00+00:00,105.501,106.526,105.268,106.098,535.87
2024-01-04 20:15:00+00:00,106.018,107.687,106.018,107.36,2595.27
2024-01-04 20:30:00+00:00,107.304,108.277,107.01,108.277,1078.25
2024-01-04 20:45:00+00:00,108.092,108.343,106.395,106.603,551.85
2024-01-04 21:00:00+00:00,106.46,107.183,106.004,106.22,516.87
2024-01-04 21:15:00+00:00,106.22,106.34,105.832,106.22,163.11
2024-01-04 21:30:00+00:00,106.34,106.34,105.504,105.504,242.48
2024-01-04 21:45:00+00:00,105.565,105.981,105.554,105.639,153.79
2024-01-04 22:00:00+00:00,105.812,106.509,105.812,106.355,177.37
2024-01-04 22:15:00+00:00,106.423,106.942,105.981,106.101,270.61
2024-01-04 22:30:00+00:00,105.981,105.981,105.48,105.623,149.51
2024-01-04 22:45:00+00:00,105.504,105.504,104.675,104.929,283.97
2024-01-04 23:00:00+00:00,104.929,104.989,104.524,104.674,121.99
2024-01-04 23:15:00+00:00,104.792,105.385,104.792,105.385,125.25
2024-01-04 23:30:00+00:00,105.266,105.334,104.674,104.911,162.9
2024-01-04 23:45:00+00:00,104.792,105.195,104.765,104.912,202.17
2024-01-05 00:00:00+00:00,104.914,105.266,104.675,104.869,238.1
2024-01-05 00:15:00+00:00,104.736,105.504,104.674,104.786,1250.16
2024-01-05 00:30:00+00:00,104.729,104.729,102.988,103.552,13451.16
2024-01-05 00:45:00+00:00,103.5,104.555,103.434,104.203,5316.97
2024-01-05 01:00:00+00:00,104.239,104.724,103.68,103.812,6531.58
2024-01-05 01:15:00+00:00,103.654,103.654,102.978,103.047,13221.74
2024-01-05 01:30:00+00:00,103.038,103.774,102.979,103.527,10295.62
2024-01-05 01:45:00+00:00,103.522,103.522,98.694,101.118,24677.15
2024-01-05 02:00:00+00:00,101.082,102.455,100.969,101.988,17772.51
2024-01-05 02:15:00+00:00,101.988,102.056,100.661,100.661,14754.46
2024-01-05 02:30:00+00:00,100.69,101.879,100.463,101.587,9704.65
2024-01-05 02:45:00+00:00,101.587,101.587,100.93,101.124,7275.45
2024-01-05 03:00:00+00:00,101.082,101.994,101.011,101.498,8132.86
2024-01-05 03:15:00+00:00,101.646,101.878,101.339,101.689,5872.08
2024-01-05 03:30:00+00:00,101.68,101.681,100.729,100.835,7540.26
2024-01-05 03:45:00+00:00,100.836,101.078,100.601,101.005,9048.77
2024-01-05 04:00:00+00:00,100.968,101.42,100.005,100.612,10014.1
2024-01-05 04:15:00+00:00,100.607,101.042,100.155,100.85,11173.98
2024-01-05 04:30:00+00:00,100.849,101.219,100.333,101.146,9486.49
2024-01-05 04:45:00+00:00,101.078,101.417,100.844,100.887,7156.59
2024-01-05 05:00:00+00:00,100.787,101.367,100.693,101.143,6537.34
2024-01-05 05:15:00+00:00,101.132,101.709,101.051,101.391,8140.78
2024-01-05 05:30:00+00:00,101.388,101.771,101.248,101.658,14036.06
2024-01-05 05:45:00+00:00,101.649,102.299,100.825,101.482,10206.37
2024-01-05 06:00:00+00:00,101.493,101.799,101.308,101.351,8528.31
2024-01-05 06:15:00+00:00,101.35,101.441,100.877,100.91,7229.94
2024-01-05 06:30:00+00:00,100.91,101.547,100.623,101.293,5885.15
2024-01-05 06:45:00+00:00,101.314,101.843,101.154,101.609,7839.17
2024-01-05 07:00:00+00:00,101.55,102.12,101.319,101.649,8896.11
2024-01-05 07:15:00+00:00,101.649,101.763,101.214,101.734,4420.62
2024-01-05 07:30:00+00:00,101.751,101.751,101.26,101.382,5975.41
2024-01-05 07:45:00+00:00,101.402,101.493,101.18,101.199,5777.06
2024-01-05 08:00:00+00:00,101.219,101.868,101.202,101.849,5979.85
2024-01-05 08:15:00+00:00,101.869,102.43,101.58,102.096,8161.06
2024-01-05 08:30:00+00:00,102.081,102.139,101.435,101.467,8377.19
2024-01-05 08:45:00+00:00,101.451,101.649,101.258,101.556,5647.82
2024-01-05 09:00:00+00:00,101.556,103.089,101.547,102.23,26880.84
2024-01-05 09:15:00+00:00,102.23,102.509,101.821,101.936,14479.77
2024-01-05 09:30:00+00:00,101.962,102.81,101.947,102.155,14258.96
2024-01-05 09:45:00+00:00,102.109,102.755,102.075,102.627,5578.69
2024-01-05 10:00:00+00:00,102.658,102.836,101.525,101.556,17055.83
2024-01-05 10:15:00+00:00,101.521,101.9,101.397,101.595,11422.43
2024-01-05 10:30:00+00:00,101.609,101.614,100.495,100.87,23436.35
2024-01-05 10:45:00+00:00,100.864,100.904,99.27,100.084,29346.97
2024-01-05 11:00:00+00:00,100.094,100.521,99.634,99.985,29931.21
2024-01-05 11:15:00+00:00,99.985,100.736,99.958,100.602,19492.52
2024-01-05 11:30:00+00:00,100.602,100.67,99.944,100.064,19314.55
2024-01-05 11:45:00+00:00,100.084,100.084,99.505,99.623,15946.71
2024-01-05 12:00:00+00:00,99.625,100.111,98.786,99.324,25952.11
2024-01-05 12:15:00+00:00,99.326,100.927,99.31,100.306,24479.31
2024-01-05 12:30:00+00:00,100.374,100.751,100.271,100.615,16455.95
2024-01-05 12:45:00+00:00,100.635,100.968,100.433,100.574,19221.02
2024-01-05 13:00:00+00:00,100.622,101.19,100.503,101.167,16589.21
2024-01-05 13:15:00+00:00,101.173,101.353,100.683,100.812,10856.34
2024-01-05 13:30:00+00:00,100.784,100.981,100.253,100.443,30321.42
2024-01-05 13:45:00+00:00,100.446,100.865,99.873,100.791,21154.04
2024-01-05 14:00:00+00:00,100.791,101.193,100.013,100.231,22603.13
2024-01-05 14:15:00+00:00,100.197,100.213,98.91,99.459,37458.46
2024-01-05 14:30:00+00:00,99.459,99.675,97.452,98.632,48592.97
2024-01-05 14:45:00+00:00,98.632,99.115,97.015,97.383,32256.77
2024-01-05 15:00:00+00:00,97.383,99.035,97.383,98.416,29978.89
2024-01-05 15:15:00+00:00,98.445,98.59,97.433,98.243,35156.34
2024-01-05 15:30:00+00:00,98.243,98.638,97.685,97.784,23518.71
2024-01-05 15:45:00+00:00,97.73,98.238,97.588,98.067,35317.28
2024-01-05 16:00:00+00:00,98.077,98.398,97.123,97.95,21549.4
2024-01-05 16:15:00+00:00,98.003,98.484,97.519,97.817,23909.42
2024-01-05 16:30:00+00:00,97.838,98.088,97.512,97.854,22289.96
2024-01-05 16:45:00+00:00,97.837,97.95,96.033,96.095,42384.0
2024-01-05 17:00:00+00:00,96.216,96.877,95.356,96.564,49001.16
2024-01-05 17:15:00+00:00,96.564,97.191,93.707,96.581,35356.26
2024-01-05 17:30:00+00:00,96.581,97.99,96.575,97.867,33383.44
2024-01-05 17:45:00+00:00,97.836,98.026,97.503,97.816,13436.54
2024-01-05 18:00:00+00:00,97.831,98.0,97.558,97.95,12094.73
2024-01-05 18:15:00+00:00,97.97,97.993,97.08,97.35,15890.53
2024-01-05 18:30:00+00:00,97.371,98.27,97.264,97.954,16474.17
2024-01-05 18:45:00+00:00,97.883,98.248,97.805,97.98,11374.6
2024-01-05 19:00:00+00:00,97.984,98.422,97.779,98.335,13159.8
2024-01-05 19:15:00+00:00,98.335,98.694,97.747,97.773,14002.41
2024-01-05 19:30:00+00:00,97.794,98.227,97.677,98.197,13666.07
2024-01-05 19:45:00+00:00,98.185,98.835,97.793,97.962,24174.74
2024-01-05 20:00:00+00:00,97.997,98.485,97.992,98.441,15133.98
2024-01-05 20:15:00+00:00,98.443,98.466,98.067,98.33,11592.34
2024-01-05 20:30:00+00:00,98.385,98.875,98.271,98.85,14759.68
2024-01-05 20:45:00+00:00,98.858,100.062,98.828,99.695,36458.84
2024-01-05 21:00:00+00:00,99.695,99.695,98.334,98.792,29492.28
2024-01-05 21:15:00+00:00,98.761,99.299,98.693,98.98,16340.26
2024-01-05 21:30:00+00:00,99.003,99.188,98.504,98.669,13412.84
2024-01-05 21:45:00+00:00,98.671,99.232,98.638,99.147,12984.87
2024-01-05 22:00:00+00:00,99.158,100.558,99.076,99.733,18226.95
2024-01-05 22:15:00+00:00,99.751,99.816,98.759,98.857,9528.18
2024-01-05 22:30:00+00:00,98.854,99.143,97.925,98.36,13342.29
2024-01-05 22:45:00+00:00,98.36,99.28,98.36,99.226,5651.9
2024-01-05 23:00:00+00:00,99.226,100.468,99.226,100.357,22466.68
2024-01-05 23:15:00+00:00,100.35,100.419,99.699,100.011,10775.24
2024-01-05 23:30:00+00:00,100.011,100.017,99.663,99.864,8838.05
2024-01-05 23:45:00+00:00,99.897,100.017,99.594,99.941,8004.19
2024-01-06 00:00:00+00:00,99.947,100.262,99.362,99.624,18047.79
2024-01-06 00:15:00+00:00,99.585,99.616,98.868,98.922,16880.84
2024-01-06 00:30:00+00:00,98.98,99.281,98.704,98.89,13709.12
2024-01-06 00:45:00+00:00,98.852,99.254,98.534,99.103,10251.68
2024-01-06 01:00:00+00:00,99.075,99.075,98.206,98.347,14941.25
2024-01-06 01:15:00+00:00,98.347,98.497,97.853,98.006,16878.65
2024-01-06 01:30:00+00:00,98.007,98.913,97.956,98.606,12537.09
2024-01-06 01:45:00+00:00,98.603,98.668,98.225,98.418,8278.48
2024-01-06 02:00:00+00:00,98.418,98.547,98.074,98.407,7927.29
2024-01-06 02:15:00+00:00,98.379,99.588,97.515,98.549,4501.71
2024-01-06 02:30:00+00:00,98.598,99.174,98.598,98.898,635.56
2024-01-06 02:45:00+00:00,98.835,99.056,98.735,98.866,476.99
2024-01-06 03:00:00+00:00,98.821,98.996,98.464,98.688,418.56
2024-01-06 03:15:00+00:00,98.649,99.47,98.633,99.034,1174.14
2024-01-06 03:30:00+00:00,98.937,99.055,98.598,98.878,876.4
2024-01-06 03:45:00+00:00,98.819,98.937,98.286,98.701,1311.58
2024-01-06 04:00:00+00:00,98.713,98.952,98.567,98.706,661.31
2024-01-06 04:15:00+00:00,98.688,98.76,98.064,98.464,806.17
2024-01-06 04:30:00+00:00,98.498,98.748,98.227,98.227,872.99
2024-01-06 04:45:00+00:00,98.227,98.227,97.393,97.399,1965.09
2024-01-06 05:00:00+00:00,97.431,97.576,96.991,97.103,1321.91
2024-01-06 05:15:00+00:00,97.124,97.161,95.727,95.975,6007.1
2024-01-06 05:30:00+00:00,95.974,96.55,95.974,96.025,3235.31
2024-01-06 05:45:00+00:00,96.0,96.038,93.651,94.457,11371.14
2024-01-06 06:00:00+00:00,94.457,94.643,93.154,94.017,7179.82
2024-01-06 06:15:00+00:00,93.979,94.204,92.529,92.963,7432.51
2024-01-06 06:30:00+00:00,93.045,93.806,89.231,92.814,9958.64
2024-01-06 06:45:00+00:00,92.689,93.298,91.622,92.223,6983.64
2024-01-06 07:00:00+00:00,92.144,93.18,92.144,92.47,4091.64
2024-01-06 07:15:00+00:00,92.588,93.628,92.11,93.504,3917.77
2024-01-06 07:30:00+00:00,93.476,94.204,93.001,94.204,2275.46
2024-01-06 07:45:00+00:00,94.086,94.609,93.918,94.609,1516.75
2024-01-06 08:00:00+00:00,94.519,94.7,93.8,93.992,1971.49
2024-01-06 08:15:00+00:00,93.971,94.871,93.971,94.747,1214.85
2024-01-06 08:30:00+00:00,94.726,94.859,94.202,94.334,793.21
2024-01-06 08:45:00+00:00,94.3,95.283,94.257,95.283,1232.66
2024-01-06 09:00:00+00:00,95.291,95.449,94.759,95.257,1662.98
2024-01-06 09:15:00+00:00,95.306,95.648,95.279,95.477,615.59
2024-01-06 09:30:00+00:00,95.512,95.516,94.973,95.516,1102.25
2024-01-06 09:45:00+00:00,95.634,95.733,94.973,95.033,753.79
2024-01-06 10:00:00+00:00,95.07,95.172,94.442,94.683,1315.04
2024-01-06 10:15:00+00:00,94.643,95.356,94.516,95.356,168.43
2024-01-06 10:30:00+00:00,95.357,95.357,94.86,95.096,477.34
2024-01-06 10:45:00+00:00,95.076,95.103,94.602,94.705,1293.85
2024-01-06 11:00:00+00:00,94.662,94.662,94.006,94.301,946.22
